COMMUNE,fid,Longitude,Latitude,AIRE_KM2,PC_AGL2010,PLUV_MIN,PLUV_MAX,ALT_MIN,ALT_MAX,POPES2021,Log_Popes2021,DANSI2021,Log_dansi2021,PC_POV,Elvaj_Venal,Log_Elvaj_Venal,Venal_tet,log_Venal_tet,PC_3kmSant,PC_3kmLekol,Log_PC_3kmLekol,Pente_Moy,Lapli_mm,Log_Lapli,LANME,FWONTYE,Risk_Ewo,Dans_wout,log_Dans_wout,km.res$cluster,cluster
Saint Louis du Nord,196.66666666666666,-72.71353936166666,19.884094661666666,18.95365,70.66666666666667,4.166666666666667,5,16.666666666666668,811.6666666666666,15833.5,4.156666666666666,895.3333333333334,2.895,54.833333333333336,279135.3333333333,5.363333333333333,21.256666666666668,1.2066666666666668,29,0,-1,26.43,2207.5,3.342428807166667,0.8333333333333334,0,61.333333333333336,0.8943333333333334,-0.4567333333333334,3.5,3.5
Saint-Marc,165.66666666666666,-72.668534055,19.069148798333334,92.97565,76.66666666666667,2,2.8333333333333335,38.333333333333336,955,56435.333333333336,4.691666666666666,828.8333333333334,2.8083333333333336,56.333333333333336,931959,5.8933333333333335,19.235,1.2,34.166666666666664,8.5,0.2916666666666667,19.593333333333334,1025,3.007536999,0.6666666666666666,0,48.166666666666664,0.8093333333333333,-0.5324333333333333,3.6666666666666665,3.6666666666666665
Saint-Michel,22.25,-72.33699545625,19.35137491125,75.3252125,52.875,2.75,4.375,370,965,31669.5,4.4799999999999995,461.125,2.6375,56.375,944344.875,5.9174999999999995,30.701249999999998,1.43875,49.875,1.5,-0.74,11.7225,1548.25,3.17734868525,0,0,34.75,0.45325,-0.6830625,4,4
Sainte Suzanne,179.5,-72.07138987,19.540978716666668,21.38315,14.333333333333334,4,4.833333333333333,193.33333333333334,695,4941.666666666667,3.6533333333333333,239.16666666666666,2.37,65.83333333333333,154871.66666666666,5.178333333333334,35.001666666666665,1.5233333333333334,77.83333333333333,1.3333333333333333,-0.525,18.288333333333334,2029.1666666666667,3.302108426333333,0,0,55.166666666666664,0.3021666666666667,-0.5434,3,3
Saut-d'Eau,189.5,-72.2472870725,18.82966844,42.897025,45.75,4.25,5,262.5,970,12662.25,4.0825,297.75,2.465,63.25,478912.5,5.675,40.965,1.5925,61,0,-1,18.7075,2098.75,3.31726106775,0,0,74.25,0.20550000000000002,-1.109325,3.25,3.25
Savanette,266.5,-71.86252673,18.74806211,83.2917,20.5,4.5,5,310,1670,23008,4.285,255.5,2.395,61.5,670535.5,5.825,42.015,1.545,78.5,0.5,-0.5,32.4,2400,3.380211242,0,0.5,83,0.16,-0.8221499999999999,2,2
"St, Jean du Sud",335,-73.83938223333332,18.05726590333333,23.368933333333334,63.666666666666664,4,4.333333333333333,0,240,8864.333333333334,3.9133333333333336,372,2.5433333333333334,55.333333333333336,401790.3333333333,5.6,55.00333333333333,1.69,41.333333333333336,0,-1,11.37,1733.3333333333333,3.238723449,1,0,46.666666666666664,0.8693333333333333,-0.06833333333333333,4,4
"St, Louis du Sud",470.5,-73.53036549875,18.28501493375,23.09595,59.375,4.375,5,21.25,835,12282.5,4.0175,508.25,2.66125,63.75,368852.375,5.5025,35.15125,1.48375,47.125,0,-1,31.771250000000002,2212,3.3424827761250002,0.5,0,74.25,0.353875,-0.7177,3.5,3.5
"St, Raphaël",533.5,-72.1913813925,19.4185579725,45.901325,42.5,2,3.75,350,875,16829,4.0675,316.5,2.4475,57.25,372253.25,5.4325,30.035,1.365,74.5,2,-0.525,14.7675,1168.5,3.0550745412499998,0,0,51.25,0.624,-0.6925250000000001,3.5,3.5
Tabarre,404,-72.26444164,18.572060575000002,14.211649999999999,99.5,2,3,35,115,71934,4.805,4873.5,3.6550000000000002,38.5,139304,4.9350000000000005,1.5750000000000002,0.13,0,0,-1,1.74,1085.5,3.034976424,0,0,4,6.189,0.78845,2,2
Terre Neuve,31.666666666666668,-72.80884793666667,19.62490292,60.3821,37,2.3333333333333335,3,180,1020,10218,3.9966666666666666,188.33333333333334,2.24,66,426284.6666666667,5.483333333333333,37.74666666666667,1.4866666666666668,54,0,-1,26.656666666666666,1156.6666666666667,3.0630440583333334,0,0,68.33333333333333,0.3273333333333333,-0.5113666666666666,3.3333333333333335,3.3333333333333335
Terrier Rouge,426,-71.92646084,19.61958137,85.0872,68.5,2.5,3.5,25,395,17407,4.235,225,2.34,61,1408911,6.135,79.91499999999999,1.9,12.5,0,-1,5.525,1101.5,3.0402410895000003,0.5,0,7.5,1.0594999999999999,0.023799999999999998,4,4
Thiotte,105.5,-71.85010332499999,18.220193075,60.715,42.5,3.5,5,305,1235,12913,4.04,233.5,2.265,60,729571,5.859999999999999,75.11,1.82,10,5,0,18.085,1868.5,3.254371353,0.5,0,74,0.8105,-0.16725,3.5,3.5
Thomassique,242.5,-71.826544535,19.076402385,118.8226,31.5,3,3,190,630,28268.5,4.445,237,2.365,57,2420959,6.369999999999999,85.305,1.93,92.5,0,-1,4.34,1200,3.079181246,0,1,20.5,0.45,-0.3468,1,1
Thomazeau,377.5,-72.122947055,18.6638567675,73.028825,41.75,2.25,4,85,790,20094.25,4.165,295,2.3575,63.5,1041918.75,5.9725,87.64,1.8075,77.25,0.5,-0.675,18.7375,1229.75,3.070317419,0,0.25,53.75,0.57925,-0.859875,2.75,2.75
Thomonde,213.66666666666666,-71.99385888666667,19.002018076666666,84.19323333333334,22.333333333333332,3.6666666666666665,4.666666666666667,260,723.3333333333334,18930,4.236666666666666,217.66666666666666,2.3266666666666667,63.333333333333336,1141514.6666666667,6.053333333333334,71.11333333333333,1.8133333333333332,78.33333333333333,11.666666666666666,0.2733333333333333,12.62,1852.3333333333333,3.262448561333333,0,0.3333333333333333,62.333333333333336,0.27,-0.6208333333333333,2.6666666666666665,2.6666666666666665
Tiburon,57.5,-74.31529738,18.3331466025,36.841075000000004,30.5,2,3.25,25,855,4915,3.6675,133.75,2.1075,68,551856,5.7275,126.0025,2.0625,82.25,4.5,-0.435,28.455000000000002,980,2.98468752325,0.75,0,89.25,0.303,-0.936375,3,3
Torbeck,7,-73.8822811675,18.243964685,47.311375,71.5,4.75,5.75,70,642.5,20083.75,4.2700000000000005,429.25,2.5975,57.25,575906.5,5.75,36.89,1.4825,27.75,8.25,0.014999999999999986,14.645,2647.25,3.41929777925,0.25,0,29,1.1380000000000001,-0.09037499999999998,3.75,3.75
Trou du Nord,152,-72.00904476000001,19.593571830000002,43.24146666666667,69,3,4.333333333333333,33.333333333333336,603.3333333333334,19597.333333333332,4.07,380.6666666666667,2.52,61.666666666666664,716200,5.746666666666667,52.82666666666667,1.6766666666666667,25,2,-0.4066666666666667,11.573333333333334,1436.6666666666667,3.1541181886666667,0,0,24.666666666666668,0.865,-0.1608,4,4
Vallière,326,-71.96785112,19.445766203333335,51.915166666666664,15.333333333333334,5,5,310,1073.3333333333333,7186.333333333333,3.836666666666667,148,2.1666666666666665,65.33333333333333,314905.6666666667,5.463333333333333,46.43666666666667,1.6266666666666667,61,0,-1,22.183333333333334,2400,3.380211242,0,0,59.333333333333336,0.04733333333333334,-1.9878,3,3
Verrettes,392.8333333333333,-72.49672386666667,19.036518901666668,58.003283333333336,62.666666666666664,3.1666666666666665,3.8333333333333335,100,821.6666666666666,25963.333333333332,4.285,513.3333333333334,2.565,57.5,551387.1666666666,5.678333333333334,27.93,1.3983333333333332,28.666666666666668,1.5,-0.5166666666666666,15.88,1472.1666666666667,3.1642420645,0,0,57,1.7093333333333334,-0.2813333333333333,3.5,3.5
